GivenName,Surname,StreetAddress,TelephoneNumber
Terry,Leber,"2960 Keith Road",604-980-9320
Ann,Hubbard,"2454 Princess St",613-887-1751
Jeffery,Hester,"4100 Reserve St",613-646-9081
Charles,Grossman,"1498 MacLaren Street",613-996-8452
Charles,Scott,"2903 Paris St",705-522-5161
Frank,Hall,"477 Halsey Avenue",416-457-2254
Beverly,Giuliano,"2673 Port Washington Road",403-721-5788
William,Witt,"2437 Bridgeport Rd",519-215-1462
William,Buck,"2639 Main St",306-743-2854
Gary,Creech,"55 47th Avenue",780-923-0863
Rodney,Johnson,"787 A Avenue",780-990-5224
Harold,Dennis,"3215 Saskatchewan Dr",418-527-8203
John,Garraway,"4343 Barton Street",905-661-3457
Matthew,Big,"4012 Pitfield Blvd",514-403-9438
Veda,Frost,"2519 St Jean Baptiste St",418-538-1772
Stanley,Chadwick,"2795 Weston Rd",416-245-3114
Timothy,Masterson,"4717 Bridgeport Rd",705-607-9132
Sharon,Johnson,"2497 Tanner Street",604-454-9600
Cynthia,Simmons,"4633 Wellington Ave",604-991-8453
Kim,Asay,"2897 Riedel Street",780-788-2243
Jennifer,Dark,"2895 White Point Road",902-773-4715
Chad,Eppler,"1932 Isabella Street",613-635-9227
George,Vogel,"3214 Carling Avenue",613-290-2846
Gregory,Mosby,"588 Lynden Road",905-801-8936
Blanca,Jordan,"3568 St Jean Baptiste St",418-772-1101
Gary,Boyles,"4272 Essendene Avenue",604-853-1089
Sherry,Charlton,"3131 Queens Sq",519-240-1978
Dorothy,Atkinson,"4792 Van Horne Ave",807-221-7322
Trisha,Dolan,"4418 Princess St",613-650-1842
Julissa,Jones,"3128 Bay Street",647-831-8922
Destiny,Swensen,"332 Heritage Drive",403-809-4764
Leo,Dever,"679 Matheson St",807-465-2350
Louis,Strawn,"2755 Alness Street",416-650-1419
Laura,Gonzalez,"307 Saskatchewan Dr",418-683-9902
Herman,Garrison,"1240 MacLaren Street",613-368-1864
Travis,Farrow,"661 St Jean Baptiste St",418-674-3850
Patsy,Funes,"3144 Fourth Avenue",403-560-2239
Jess,Peterson,"2931 rue des Champs",418-696-2471
George,Mangrum,"284 40th Street",403-204-8290
Charles,Edwards,"2971 Tolmie St",604-267-3137
Michele,Crisp,"1749 Poplar Street",902-853-2419
John,Vibbert,"1312 Albert Street",519-659-9143
Irina,Lee,"798 rue Levy",514-608-2515
Gary,Avila,"4924 Ontario St",905-246-7632
Darren,Alston,"4362 Country Road",403-642-0280
Vida,Winston,"1732 40th Street",403-383-9529
Marie,Eubanks,"3575 Essendene Avenue",604-557-9340
Carolyn,Blood,"3481 rue Levy",514-929-0309
Sam,Oglesby,"329 Toy Avenue",905-706-7394
Dyan,Holman,"2958 Reserve St",613-335-7760
Richie,Delph,"3136 Yonge Street",416-720-4431
Gloria,Edwards,"2871 Wellington Ave",604-819-4956
Rebecca,Hernandez,"4414 Carling Avenue",613-295-6674
Wilbert,Collett,"2532 Blanshard",250-360-0289
Robert,Snyder,"2523 Tanner Street",604-314-7680
Michelle,Nichols,"3998 Fallon Drive",519-528-0324
Jed,Frizzell,"55 Dry Pine Bay Rd",705-965-5764
Ricky,Merchant,"2473 Harvest Moon Dr",905-305-3218
Lesa,Gosha,"993 Nootka Street",778-231-1723
Marina,Bowden,"2986 Kinchant St",250-574-7155
Mario,Cintron,"2605 Hastings Street",604-338-5833
Lance,Jenkins,"3100 Barton Street",905-741-0766
Irma,Spencer,"1347 Bloor Street",780-922-7097
Cornelia,Weiss,"692 avenue Royale",418-999-2502
Carlos,Sandoz,"1361 rue Garneau",418-659-5247
Claudie,Bradley,"3303 Nootka Street",778-229-5712
Gertrude,Williams,"1860 Roger Street",250-756-4125
Jessica,Sierra,"3445 Pape Ave",416-892-9873
Essie,Martin,"3560 Exmouth Street",519-339-6998
William,Johnson,"3755 Duke Street",514-235-3404
Lynn,Jorgensen,"3396 Bellwood Acres Rd",705-789-1805
Brenda,Walker,"1220 MacLaren Street",613-239-8404
Jason,Williams,"724 Duke Street",514-210-9609
Judith,Kruse,"1428 Galts Ave",403-887-7523
Eliseo,Young,"1569 rue Saint-Édouard",819-373-9135
Erin,Burdick,"3363 Papineau Avenue",514-262-8040
Christopher,Newsom,"3920 Sherbrooke Ouest",514-826-0619
Franklin,Thompson,"3764 Heritage Drive",403-660-3072
Ronald,Reese,"887 Kinchant St",250-441-5519
Paul,Hartsell,"1016 Silver St",705-678-5439
Ronald,Voss,"2008 rue de la Gauchetière",514-873-5571
Douglas,Russell,"4271 Islington Ave",416-997-1320
Linda,Aldrich,"4125 Fallon Drive",519-695-8542
Patrice,Johnson,"1038 Tchesinkut Lake Rd",250-696-8803
Willie,Coleman,"262 Fox Run Dr",902-658-8831
Marcus,Mazzarella,"3898 rue de la Gauchetière",514-877-8333
Betty,Salmon,"1353 Lock Street",519-740-8756
Howard,Marsh,"3824 Gay Road",902-651-9090
Katherine,Ochs,"4989 Victoria Park Ave",647-291-1472
Bobbie,Nixon,"918 137th Avenue",780-455-1089
Thomas,McClure,"939 Blind Bay Road",250-678-9298
John,Hudson,"1606 Ross Street",613-267-0541
Sharon,Boswell,"86 Manitoba Street",705-684-2289
Kathleen,Savage,"1185 St. John Street",306-358-1503
Gregory,Lynch,"801 Acton Avenue",416-631-7533
Felix,Patrick,"3050 rue Fournier",450-543-2173
Richard,Watterson,"3555 40th Street",403-735-9292
Louise,Jones,"634 Eglinton Avenue",416-563-0575
Christopher,Gray,"254 Jasper Avenue",780-409-0263
Leon,Silva,"3804 Heritage Drive",403-512-7924
Evonne,Corbett,"2803 rue Fournier",450-712-3552
Brandon,Wood,"3512 Bragg Road",902-552-8205
John,Smith,"1570 Carling Avenue",613-722-6127
Larry,Edmondson,"4517 Princess St",613-549-8340
Richard,Nunez,"2433 Speers Road",905-339-4935
David,Blum,"3412 Pearl Street",905-821-0366
Verona,Sharp,"1956 Lynden Road",905-854-0686
Willie,Humphries,"1358 Reserve St",705-438-4959
Katrina,Lust,"2420 Lynden Road",905-729-7519
Lenora,Wilkinson,"3400 11th Ave",403-264-5543
Tara,McAdams,"3653 Merton Street",416-949-0599
Jamar,Hairston,"3501 rue Levy",514-770-6425
Leatrice,Smith,"2998 Pine Street",780-682-2082
Scott,Pack,"1286 Lauzon Parkway",519-736-9334
Amy,Grenier,"2875 Hamilton Street",306-378-1114
John,Lovely,"1012 Thurston Dr",613-841-0929
Evelyn,Holley,"601 rue Saint-Édouard",819-380-5310
Laverne,Mowers,"3193 Victoria Park Ave",416-495-8087
Alvin,Parra,"4128 rue des Églises Est",450-785-9454
Sharon,Vanpelt,"1849 Tanner Street",604-312-3049
Mckinley,Shah,"1886 rue Parc",819-580-3362
Sheri,Lamb,"4125 Exmouth Street",519-332-0615
Betty,White,"1465 rue Garneau",418-559-0485
Sara,Cordeiro,"773 René-Lévesque Blvd",514-569-5788
Eric,Mangold,"2113 Weston Rd",416-242-0992
John,Reed,"581 Wascana Parkway",306-359-7495
Ryan,Washington,"748 Paris St",705-919-4589
Rita,Flores,"888 Robson St",604-443-4991
David,Pierce,"898 47th Avenue",780-383-4223
Elizabeth,Harder,"3062 Albert Street",306-677-4515
Martin,Hines,"4284 Cork St",519-780-3151
Erin,Miranda,"3097 184th Street",780-886-1812
Frederick,Agostini,"1448 Isabella Street",613-965-8499
Sylvia,Seaman,"1205 40th Street",403-720-3999
Warren,Devore,"2265 Heritage Drive",403-990-1705
James,Caruthers,"210 MacLaren Street",613-598-8818
Johnathan,Irish,"3099 Reserve St",705-489-9273
Richard,Phillips,"4945 Yonge Street",416-944-9606
Edwin,Flores,"2376 Albert Street",519-936-3379
Della,Burton,"523 Water Street",519-575-8792
Ervin,Lemon,"828 Robson St",604-333-8939
Anthony,Evans,"601 Hastings Street",604-727-3801
Beth,Martin,"2439 Venture Place",780-333-5221
Christina,Fish,"4356 Islington Ave",416-788-4393
Billy,Costello,"4416 St. Paul Street",905-328-2826
Brian,Wold,"4043 Reserve St",705-778-9476
Nannie,Little,"3281 Derry Rd",416-776-3265
Dolly,Ortegon,"1596 René-Lévesque Blvd",514-992-1838
Michael,Soltys,"2431 Scarth Street",514-482-7007
Noel,Starling,"4820 Victoria Park Ave",416-718-3570
William,Paul,"1669 St Jean Baptiste St",418-676-8382
Maurice,Crenshaw,"4248 Thurston Dr",613-590-9595
Megan,Wright,"2375 Lynden Road",705-428-1788
Erica,Maggard,"2115 184th Street",780-686-4116
Margot,Frailey,"1721 40th Street",403-399-6871
George,Reaves,"1040 Paris St",705-562-4116
Andrea,Leach,"1978 St-Jerome Street",450-602-7306
Joseph,Englund,"3492 Tanner Street",604-451-5769
Marie,Forbes,"3372 rue Fournier",450-820-6842
Eddie,Pinckney,"4495 Rue De La Gare",418-923-4216
Lillie,Sanchez,"2190 MacLaren Street",613-844-6959
Alan,Mackey,"4611 Ste. Catherine Ouest",514-743-0327
Stephanie,Henderson,"4673 Lauzon Parkway",519-982-4134
Agustin,Anderson,"3089 St Jean Baptiste St",819-548-0321
Brian,Martinelli,"1459 Pine Street",780-987-3121
Amie,Stewart,"1024 Brant Ave",780-649-7937
Rickey,Mills,"4695 MacLaren Street",613-940-8923
Donald,Johnson,"2619 Lock Street",519-624-4196
Leona,Anderson,"439 rue Levy",514-603-1008
Letty,Hardy,"4593 Fallon Drive",519-828-8810
Darlene,Marvin,"122 James Street",604-866-1441
Sandra,Jacobs,"513 Scotchmere Dr",519-402-6437
Ena,Perry,"1311 Barton Street",905-662-9742
Kenneth,Nunez,"1190 Blanshard",250-418-3481
Sylvia,Buffington,"3188 James Street",604-861-1078
Jack,Wilson,"3732 Brew Creek Rd",604-890-0779
Mae,Glen,"2105 Victoria Park Ave",416-689-9891
Kyle,Garcia,"4440 Alaska Hwy",867-333-0411
Terry,Sewell,"4891 Parkdale Ave",613-802-3410
Edna,Grove,"1215 7th Ave",403-547-1852
Cathleen,Thomas,"1942 Dufferin Street",416-539-6736
Grant,Hall,"4657 Harvest Moon Dr",905-969-7968
Helen,Richter,"4099 Eagle Rd",416-232-1746
Eric,Severs,"1819 Lynden Road",705-833-9163
Zachary,Davila,"382 47th Avenue",867-537-7461
Crystal,Strunk,"3126 Derry Rd",905-698-7698
Susan,Coddington,"1513 Fallon Drive",519-234-9369
Angela,Camacho,"4673 Ross Street",613-623-9012
Bella,Martin,"4800 Lillooet Street",306-763-2351
Brian,Larson,"98 Walsh Street",807-625-6901
Dan,Long,"3201 Elgin Street",613-924-9382
Barbara,Wilson,"2057 Boulevard Laflèche",418-252-0212
Dana,Barber,"4392 Toy Avenue",905-831-1824
Oscar,Blackburn,"3551 Lynden Road",705-422-9424
Jesus,Finck,"3634 Baker Street",519-777-6174
Harold,Keel,"3572 Park Ct",780-963-7547
William,Walker,"162 47th Avenue",867-862-9846
Richard,Smith,"4610 rue St-Henri",450-585-7981
Deborah,Coons,"1532 Shaughnessy St",604-927-4470
Diamond,Olsen,"4885 Kinchant St",604-847-1239
Doris,Peters,"560 40th Street",403-735-0151
Kathleen,Dewitt,"2365 Merton Street",416-988-6344
Bobby,Milewski,"2800 Victoria Park Ave",416-701-1807
Jerald,Ledford,"4301 Prince William",506-721-8583
Curtis,Pond,"1971 Weir Crescent",647-883-1203
Maria,Koester,"3588 Ste. Catherine Ouest",514-312-5157
Jean,Mackay,"2867 Dundas St",519-868-8978
George,Little,"3937 Toy Avenue",905-447-3477
Francisco,Lopez,"1534 St. John Street",306-633-1615
Jonathan,Roberts,"3190 White Point Road",902-773-8694
Sandra,Rice,"4542 Pine Street",403-575-5792
Tara,Owens,"1504 Fourth Avenue",403-618-1586
John,Aaron,"419 Heritage Drive",403-212-0179
Bobbie,McDonald,"1537 Landon Street",705-729-0221
John,Smith,"2075 Rose Street",306-533-0320
Mark,Harris,"1196 Ross Street",613-484-0758
Anibal,Walter,"4396 Silver Springs Blvd",403-685-8265
Maria,Ruiz,"2018 Pitt St",613-551-2066
Wendy,Kern,"4565 Benton Street",519-574-9735
Ronald,Egerton,"1754 Barrydowne Road",705-673-9719
Eduardo,Jackson,"3615 MacLaren Street",613-234-7102
Wendy,Jenkins,"1362 Alness Street",416-667-6331
Lydia,Martinez,"2435 Bayfield St",705-716-3173
Pamela,Smith,"2680 Haaglund Rd",250-446-4200
June,Neill,"946 47th Avenue",867-390-8299
Renetta,Burge,"4928 Victoria Park Ave",416-755-2618
Ardella,Brink,"2429 Tolmie St",604-288-8583
Jose,McKinney,"2962 Carling Avenue",613-292-6620
Kevin,Hefner,"4921 Dundas St",519-671-4728
Kathryn,Wilson,"1832 René-Lévesque Blvd",514-999-8912
James,Thomas,"370 boulevard des Laurentides",819-719-2691
Don,Brown,"4766 11th Ave",403-693-0036
Elmer,Collett,"1072 Horner Ave",647-435-7390
Vickie,Lepage,"452 Scarth Street",514-483-0145
Bonnie,Maldonado,"3879 Brand Road",306-240-4023
Jacque,Hernandez,"2828 Burdett Avenue",250-704-7183
John,Kalman,"2667 New Argyle Road",902-436-2847
Sonja,Peeler,"2778 Eglinton Avenue",647-988-9538
Michael,Amann,"4047 Nelson Street",807-928-4054
Lewis,Thomas,"3582 Albert Street",306-678-9468
Eric,Lipson,"3612 Barton Street",905-971-9101
Darlene,Kaler,"2334 Venture Place",780-939-2095
Robert,Thompson,"2024 Heritage Drive",403-990-2282
Scott,Johnson,"472 rue des Églises Est",819-728-8742
Kevin,Pereira,"2910 avenue de Port-Royal",418-865-9131
Michael,Larocca,"2756 Pitt St",613-662-9153
Elizabeth,Hurley,"4379 Fallon Drive",519-357-3151
Wilbert,Medina,"4871 chemin Hudson",514-377-3866
Jesse,McNeil,"563 rue Levy",514-910-0121
Jonathan,Conway,"529 Papineau Avenue",514-909-5929
Susan,Woods,"3382 Hammarskjold Dr",604-296-2734
William,Taylor,"1178 Montreal Road",613-749-0294
David,Benson,"1205 50th Street",780-203-8745
Orville,Mason,"3637 St Jean Baptiste St",418-745-9160
Thomas,Mullen,"4682 Eglinton Avenue",416-904-6586
John,Logan,"3210 Pearl Street",905-814-0035
Greg,Field,"3495 Heritage Drive",403-651-6112
Carol,Collier,"197 Galts Ave",403-896-6615
Nancy,Ortiz,"4566 Queen Elisabeth Blvd",306-264-5513
Ryan,Buswell,"4307 Derry Rd",416-675-7095
George,Patrick,"2225 Essendene Avenue",604-851-6959
Brenda,Gonzalez,"3936 Glover Road",604-575-4831
Billie,Mullen,"4182 Bridgeport Rd",519-216-4367
Guadalupe,Ramirez,"930 Halsey Avenue",416-384-3682
William,Burnett,"3397 Beaver Creek",905-886-8582
Juan,Peck,"1077 rue Levy",514-919-7915
Branden,Gard,"1739 Haaglund Rd",250-446-4263
Robert,Glover,"3956 Dominion St",613-524-9878
Melvin,Reeve,"1490 St. Paul Street",289-213-0863
Ryan,Dickson,"3858 Hyde Park Road",519-691-8965
Ray,Gann,"3724 Orenda Rd",905-861-0504
Tracey,Moyer,"3449 Robson St",604-669-3609
Lisa,Becker,"3768 Blanshard",250-818-1552
Regina,Hall,"2563 Heritage Drive",403-692-1390
Gloria,Hackler,"671 Sheppard Ave",416-321-1079
Sarah,Long,"1109 Pitt St",613-362-9898
Woodrow,Martin,"737 Sheppard Ave",647-684-7680
Ursula,Dunn,"3162 Merivale Road",613-726-7436
Linda,Sorensen,"4985 Speers Road",905-466-4485
Angel,Schreiber,"1484 Glen Long Avenue",416-783-6159
Cassandra,Harris,"4844 Wascana Parkway",306-352-9142
Donald,Hayes,"680 rue Saint-Antoine",819-390-1278
Carmen,Berry,"1374 Rose Street",306-533-5026
Henry,Dixon,"813 Goyeau Ave",519-252-2841
Goldie,Scott,"1164 Eglinton Avenue",416-710-3570
Ma,Long,"3103 Eglinton Avenue",416-547-4860
Jimmy,Johnson,"3045 Hyde Park Road",519-617-4289
Terrence,Brown,"2867 rue Levy",514-346-4048
Jennifer,Coon,"3860 Hastings Street",604-725-5800
Johnny,Jones,"4073 Tycos Dr",416-593-9702
Marlene,Logan,"1250 Royal Avenue",778-861-5001
Lawrence,Green,"1924 Heritage Drive",403-650-1281
William,Dimatteo,"2284 49th Avenue",867-875-2742
Kenneth,Lybarger,"490 St-Jerome Street",450-569-2440
Kimberly,Heavener,"3120 Yonge St",416-721-7805
Jesus,Ervin,"1465 Victoria Park Ave",647-291-4752
Ron,Meadows,"830 St Jean Baptiste St",418-449-7429
Emma,Watson,"3596 St George Street",604-872-1716
Nancy,Mack,"1413 Lynden Road",705-932-4436
Donna,Camden,"3445 A Avenue",780-442-2444
Sandra,Merrill,"351 MacLaren Street",613-594-7247
Gregory,Hansen,"1698 Port Washington Road",403-947-9326
Wanda,Crawford,"2311 avenue Royale",418-264-6927
Elmer,Jackson,"4508 Tchesinkut Lake Rd",250-691-9374
James,Watson,"3780 Speers Road",905-466-6762
Charles,Blackmer,"2462 Brant Ave",780-595-8066
Dale,Deines,"2836 Township Rd",780-826-4811
Gloria,Qualls,"4779 Orenda Rd",905-451-9851
Frances,Williams,"1844 MacLaren Street",613-594-2614
Janice,Linkous,"2857 99th St",780-402-0293
Ellsworth,Moore,"157 Bloor Street",780-754-7632
Rose,Kinney,"1789 Lynden Road",905-722-4693
Helen,Smith,"198 Main St",306-768-3024
Michael,Daniels,"2556 rue Ontario Ouest",514-841-3820
John,Hassell,"4870 Holdom Avenue",604-588-4063
Brian,Fox,"1728 Eglinton Avenue",647-242-7566
Robert,Stafford,"928 Bridgeport Rd",905-387-2501
Michelle,Stewart,"742 Rose Street",306-525-1639
Donald,Ziemba,"2703 Merivale Road",613-836-4399
David,Stitt,"1637 René-Lévesque Blvd",514-691-9559
Jana,Anderson,"3924 Algoma St",807-939-3880
Fabiola,Nichols,"4938 Port Washington Road",403-673-2974
Erin,George,"4489 avenue Royale",418-264-2399
Jenny,Phillips,"791 Lynden Road",905-584-9708
Harry,Runion,"1593 Fourth Avenue",403-615-5322
Larry,Richards,"568 Wascana Parkway",306-359-8807
Trisha,Pitman,"4921 Quayside Dr",604-765-6985
Troy,Zamora,"2435 Jasper Ave",780-902-5224
Adam,Phillips,"3066 Lauzon Parkway",519-324-5296
Linda,Griffith,"1694 A Avenue",780-945-0152
Kay,Cunningham,"3366 Eglinton Avenue",416-569-6258
Jennifer,Castille,"2197 Blind Bay Road",250-672-0676
Addie,Winston,"3325 Holdom Avenue",604-587-4946
Carolyn,Duncan,"1113 Blind Bay Road",250-676-5536
Kevin,Mendenhall,"1601 Balmy Beach Road",519-375-0785
Kaitlin,Roberts,"844 Broadmoor Blvd",780-464-3637
Jacqueline,Peterson,"4939 Maynard Rd",403-542-2956
Karen,Dudley,"4665 Lockhart Drive",705-309-8674
Andrew,Elliott,"3848 Dundas St",416-590-6136
John,Dixon,"1601 Port Washington Road",403-758-0041
Becky,Quick,"3130 Churchill Plaza",705-941-3156
Bruce,Morris,"3915 Glen Long Avenue",416-781-4367
Gary,Bonomo,"4429 137th Avenue",780-406-9443
Irving,Johnson,"666 Queens Sq",519-223-5880
Linda,Bailey,"758 Paradise Crescent",418-568-1607
Bessie,Weir,"3769 Silver St",705-544-9673
Charles,Longmire,"2566 Galts Ave",403-343-2152
Elwood,Brown,"2310 Pitfield Blvd",450-505-9713
Amber,Parker,"3213 Thatcher Avenue",306-441-1181
Ella,Gallegos,"2688 Pitfield Blvd",450-962-1622
Marjorie,Stanley,"786 MacLaren Street",613-844-5266
Prince,Burroughs,"4577 Hyde Park Road",519-471-3021
George,Guzman,"2818 rue Boulay",450-796-8370
Raymond,Ortiz,"3211 Scotchmere Dr",519-359-4202
Dennis,Hotchkiss,"946 Bank St",613-822-9183
Liliana,Chaney,"2109 King Street",902-273-4755
Donald,Godoy,"4610 Yonge Street",416-922-6066
Armando,Staples,"4196 Bank St",613-731-4670
Mary,Gaylor,"4169 Bay Street",416-825-1198
Dewitt,Solano,"379 Nelson Street",807-773-6458
Jeff,Johnson,"3963 Blind Bay Road",250-836-5345
Janice,Carvalho,"560 Matheson St",807-466-4409
Morris,Pittard,"3444 Albert Street",519-773-7025
Caitlin,Shepard,"3675 rue de la Gauchetière",514-394-2340
Jacqueline,Martino,"354 Robson St",604-640-1497
Jennifer,Uhlig,"4626 Pine Street",780-585-8447
Katrina,McKinney,"3274 St. Paul Street",905-227-2034
Sherry,Watchman,"1196 102nd Avenue",250-271-3339
Alan,Bacon,"932 Lynden Road",905-894-5085
Joseph,Adkins,"1481 Fairford St",306-630-9085
Rose,Stanton,"4583 Bloor Street",780-372-5514
Ina,Thomsen,"3970 Jasper Ave",780-966-8810
Annetta,Clemens,"1406 Water Street",519-569-7231
Dorothy,Fisher,"626 Burnt Island Road",705-767-2114
George,Spano,"89 Hastings Street",604-720-6692
Eleanor,Chestnut,"1108 Reserve St",613-649-3831
Oscar,McAuley,"1751 St Jean Baptiste St",418-343-5735
Lottie,Collis,"1496 rue de la Gauchetière",514-673-0912
Jeffrey,Barnes,"321 Northumberland Street",519-648-9418
Shirley,Barnes,"4295 40th Street",403-708-1840
William,Smith,"3379 Mesa Vista Drive",250-458-7792
Irene,Collins,"236 Hyde Park Road",519-474-7033
Rita,Harris,"952 49th Avenue",867-598-2642
Wayne,Allen,"692 Hyde Park Road",519-649-3225
Raymond,Hammer,"3051 Fourth Avenue",403-606-7802
Richard,Franklin,"1650 Heritage Drive",403-826-8858
Michael,Dunavant,"753 Venture Place",780-307-7128
Miles,Lovelady,"152 Haaglund Rd",250-773-2312
Peggy,Harper,"4424 Merivale Road",613-261-5451
Kate,Hubbard,"255 Tolmie St",604-269-4365
Louis,Kraemer,"1675 rue Levy",514-702-8768
Willard,Brewer,"28 Fallon Drive",519-363-9582
Eric,Lafferty,"3335 137th Avenue",780-406-0305
Hazel,Benson,"4739 Merton Street",416-459-3434
Miriam,Stjean,"3004 chemin Georges",450-540-0091
Martha,Yeary,"1185 Sixth Street",604-868-7867
Cedric,Phillips,"4164 St. John Street",306-734-1291
Robert,Dubose,"3387 Landon Street",705-729-0997
Howard,Whitworth,"621 Lynden Road",905-936-7369
Kenneth,Culver,"3880 Robson St",604-910-4777
James,Yamamoto,"2553 St. John Street",306-883-0303
Nicole,Jones,"2051 Speers Road",905-484-9982
Cindy,McCullough,"2350 Tanner Street",604-439-5674
Stevie,Lamp,"2264 Côte Joyeuse",418-846-2382
Keith,Leek,"606 MacLaren Street",613-944-8915
Doris,Smith,"4080 Brew Creek Rd",250-539-8155
Steven,Leach,"2762 Old Spallumcheen Rd",604-615-8869
Marcella,Kidder,"572 Victoria Park Ave",416-718-0182
Karen,Field,"760 Victoria Park Ave",416-756-7703
Lois,Carter,"1975 49th Avenue",867-266-0903
June,Lewis,"2977 Bridgeport Rd",905-648-5336
Melinda,Barker,"1274 Hastings Street",778-881-9152
Michael,Higgins,"3234 Rose Street",306-530-4099
Brian,Pelchat,"3755 Carling Avenue",613-296-6530
Michael,Allen,"2554 avenue de Port-Royal",418-392-8400
Lorene,Moore,"3429 Cordova Street",778-999-2590
Lisa,Arrington,"1287 McGill Road",250-314-1948
William,McKelvey,"4843 Wascana Parkway",306-522-5594
Lisa,Stephens,"2324 Adelaide St",416-505-7383
Sam,Grau,"4220 Boulevard Laflèche",418-868-7721
Leslie,Hernandez,"3846 Lauzon Parkway",519-979-1602
Jane,Cost,"4710 Cork St",519-827-2644
James,Felix,"2288 7th Ave",403-241-5194
Wanda,Bair,"3098 Lynden Road",905-880-8752
George,Rose,"4784 Fourth Avenue",403-473-8429
John,Lee,"2630 Davis Drive",705-325-9831
Jerry,Breeze,"4328 Duke Street",514-235-0735
Anna,McClelland,"1951 Sturgeon Drive",780-926-5343
Margot,Kraker,"1207 René-Lévesque Blvd",514-961-3905
Todd,Anderson,"4390 Woodvale Drive",519-287-6534
Lynda,Carrington,"460 Lynden Road",905-893-5045
Katrina,Williams,"1233 Rue King",819-823-7988
Lorraine,Skillings,"2790 Rue King",819-560-0463
Armando,Copeland,"1570 Water Street",519-581-2851
Amy,Lauer,"2961 40th Street",403-235-6322
Annett,Stearns,"3180 Carling Avenue",613-293-2184
Patricia,Fecteau,"4681 avenue Royale",418-262-0884
William,Carlisle,"3777 Maynard Rd",403-463-5585
Miriam,Fisher,"4017 MacLaren Street",613-563-6392
Mary,Sanmiguel,"2548 102nd Avenue",250-515-5916
James,Smith,"4824 11th Ave",403-508-0977
David,Jacques,"2539 Dundas St",416-223-4204
Alex,Paramore,"380 Smith Avenue",905-929-8947
Tony,Crow,"2237 Boulevard Ste-Geneviève",418-557-2078
Vicente,Weaver,"570 40th Street",403-235-1853
Emily,Jensen,"1944 Alaska Hwy",250-786-6703
Aaron,Pacheco,"1895 Pape Ave",416-909-1736
Edward,Johnson,"1117 rue Levy",514-775-4897
Jennifer,Cherry,"3085 Boulevard Cremazie",418-643-4957
Sherry,Rodrigues,"3717 Tanner Street",604-438-6999
Donna,Mallory,"4281 Gateway Blvd",780-430-3501
Paul,Garza,"4500 Kennedy Lane",902-569-1979
Amy,Carrell,"1716 Northumberland Street",519-664-7619
Robin,Apel,"2666 St. Paul Street",905-356-6951
Jasmine,Valencia,"126 Tanner Street",604-430-6009
Chasity,Damron,"2141 137th Avenue",780-716-7602
Michael,Boone,"111 Toy Avenue",905-621-8255
Dorothy,Parker,"2466 A Avenue",780-401-5300
Marina,Corona,"359 James Street",905-704-5753
Todd,Keller,"4505 Charleton Ave",905-379-7196
Robert,Phillips,"3302 Nelson Street",807-824-7527
Adrian,Shillings,"3462 Rue De La Gare",418-276-0004
Deborah,Lacy,"1518 Fallon Drive",519-798-6198
Rachel,Hunter,"638 11th Ave",403-206-7316
Charles,Young,"1219 rue des Églises Est",819-949-5937
Janis,Willson,"3889 Brant Ave",780-595-8632
Charles,Velez,"947 River Street",519-834-8612
George,Whigham,"1076 Weston Rd",416-244-1125
William,Purdy,"991 Kennedy Rd",905-377-3241
George,Edwards,"2816 Elgin Street",613-348-7255
Lamont,Patterson,"2726 Merton Street",416-577-4369
Lucy,Holloway,"3025 Carling Avenue",613-719-3220
Arlene,Nappi,"3394 Ross Street",613-329-2465
Manuel,Steward,"2334 Riedel Street",780-715-9782
Christine,Leonetti,"4856 avenue Royale",418-262-6861
Courtney,Fleming,"2947 rue des Églises Est",819-767-4507
Jodi,Wade,"3198 Sixth Street",604-787-3514
Kyle,Butler,"564 Beaver Creek",905-762-2694
Cecilia,Depasquale,"3501 Bridgeport Rd",905-862-6058
William,Bessette,"2391 Central Pkwy",905-366-7637
Rodney,Tucker,"3356 Water Street",519-741-5320
Ed,Bryant,"4592 Fallon Drive",519-683-9984
Frances,Slattery,"2140 Papineau Avenue",514-865-1794
Dorothy,Foster,"2531 St. John Street",306-771-6820
Sandra,Hamilton,"1916 Water Street",519-571-7913
Stacey,Baker,"911 Toy Avenue",905-442-9699
Caren,Johnson,"4749 Saskatchewan Dr",418-686-1885
Donna,Reilly,"4151 Papineau Avenue",514-243-6218
Elvis,Peacock,"1481 Keith Road",604-983-0999
Marcos,Hurd,"1231 Goyeau Ave",519-984-2303
April,McKenna,"627 Fallon Drive",519-528-1883
Wanda,West,"1660 Tycos Dr",416-808-7589
Francisco,King,"3775 Kinchant St",250-460-6757
Linda,Martz,"3360 Galts Ave",403-886-5499
Desire,Perry,"2893 Parkdale Avenue",905-548-5540
Daniel,Bird,"553 Paris St",705-523-3395
Jose,Chill,"3550 99th St",780-897-8789
Virginia,Elkins,"4744 Islington Ave",647-224-6921
Angela,Folkerts,"3106 Pine Street",403-742-3970
Marcus,Baldwin,"3374 Rue De La Gare",418-720-4883
Matthew,Davis,"777 Landon Street",705-753-5159
Denice,Samora,"833 Grey Rd",519-923-6957
Maricela,Henderson,"3887 River Street",519-431-3181
Sara,Mathews,"1969 Wellington Street",905-214-0437
Jennifer,Stacy,"1818 Broadmoor Blvd",780-467-0082
Billie,Dudley,"2273 St George Street",604-708-0663
